id,recipient,agency_name,year_received,date_received,donor,donor_country,gift_description,value_usd,justification
63,President and First Lady,NA,1999,NA,"The Honorable Pierre Muller, Mayor of Geneva, Switzerland",Switzerland,"For the First Lady: 16"" long Gilbert Albert black leather necklace with silver pendant that depicts three conch shells with a pink pearl in the center, $450. For the President: 10"" dark wood Gilbert Albert letter opener with two silver conch shells and one small pink pearl on the end, $300. Recd--June 16, 1999. Est. Value-- $750. Archives Foreign.",750,Non-acceptance would cause embarrassment to donor and U.S. Government
64,President and First Lady,NA,1999,NA,"His Excellency Jacques Chirac, President of the French Republic",France,"For the President: 9"" square wooden Hermes picture frame with burgundy leather hinge that opens to display two 4.5"" square pictures, $200. For the First Lady: 18 kt. gold Claude Lalanne floral brooch depicting a dogwood blossom, $750. Recd-- June 17, 1999. Est. Value--$950. Archives Foreign.",950,Non-acceptance would cause embarrassment to donor and U.S. Government
65,President and First Lady,NA,1999,NA,"His Excellency Lionel Jospin, The Prime Minister of the French Republic and Mrs. Jospin",France,"For the President: Silver-plated Waterman ``Night and Day'' fountain pen that has silver and black horizontal stripes and black tips, $345. For the First Lady: 9.5"" tall x 4"" diameter cobalt blue porcelain vase with gilt fleur- de-lis accents and gilt rim, $300. Recd-- June 17, 1999. Est. Value--$645. Archives Foreign.",645,Non-acceptance would cause embarrassment to donor and U.S. Government
66,President and First Lady,NA,1999,NA,"His Excellency Kim Dae- jung, The President of the Republic of Korea and Mrs. Kim",NA,"10"" tall white cloisonne vase with gold trim and adorned with green, blue, and pink flowers, that sits on a silver base. Recd--July 3, 1999. Est. Value--$300. Archives Foreign.",300,Non-acceptance would cause embarrassment to donor and U.S. Government
67,President and First Lady,NA,1999,NA,"His Excellency Andres Pastrana, The President of the Republic of Colombia and Mrs. Pastrana",Colombia,"(1) 11"" tall black hand- woven handbag with a pink, yellow, and green floral motif with drawstring closure and a woven shoulder strap, $50. (2) 100"" x 95"" ornate white hand-woven hammock with braided fringe and a peacock motif on the edges, $450. Recd--September 21, 1999. Est. Value-- $500. Archives Foreign.",500,Non-acceptance would cause embarrassment to donor and U.S. Government
68,President and First Lady,NA,1999,NA,"Mr. Yasser Arafat, Chairman, Executive Committee of the Palestine Liberation Organization",Palestinian Territories,"(1) 15"" x 22"" mother-of- pearl and abalone shadow box Nativity scene that reads ``Bethlehem 2000"" across the front, $1000. (2) 16"" 18kt. gold hourglass link necklace with hexagonal diamond pendant with a blue sapphire in lower center, $5000. Recd-- September 23, 1999. Est. Value--$6000. Archives Foreign.",6000,Non-acceptance would cause embarrassment to donor and U.S. Government
69,President and First Lady,NA,1999,NA,"Their Majesties King Abdullah II and Queen Rania al Abdullah, Jordan",Jordan,"23"" tall ceramic vase in blue, green, white, and gold pattern with gold around the rim and base. Recd-- October 12, 1999. Est. Value--$300. Archives Foreign. 46"" x 29"" tile mosaic depicting the Church of St. Stephen on a beige background with yellow, rust, black, and brown. Recd-- October 12, 1999. Est. Value--$3500. Archives Foreign.",3500,Non-acceptance would cause embarrassment to donor and U.S. Government
70,President and First Lady,NA,1999,NA,"His Excellency Olusegun Obasanjo, The President of the Federal Republic of Nigeria and Mrs. Obasanjo",Nigeria,"For the President: 53"" x 41"" gilt wood framed and matted dot painting of the President wearing a black suit and a red and blue striped tie with a red and yellow background; sight size 36"" x 25"", $100. For the First Lady: Two traditional Nigerian silk outfits, each includes a mesh silk shirt and three wraps. One wrap measures 88"" x 50"", one measures 44"" x 27"", and the other measures 21"" x 74"". The first outfit is beige with gold and blue weaving, blue vertical stripes, and gold diagonal stripes with gold fringe, $360. The second outfit is silk with gold and brown weaving, pink and gold flowers, brown, gold, and red horizontal stripes and gold fringe, $310. Recd-- October 28, 1999. Est. Value--$770. Archives Foreign.",770,Non-acceptance would cause embarrassment to donor and U.S. Government
71,President and First Lady,NA,1999,NA,"His Excellency Abdurrahman Wahid, The President of the Republic of Indonesia and Mrs. Wahid",Indonesia,"(1) Two 42"" x 91"" and 42"" x 150"" black, rust, and cream silk sarees with an exotic print, $300. (2) 24"" square wood framed 3- dimensional wood carving that depicts a female Hindu Goddess playing a sitar in a forest setting, $1000. (3) 11"" diameter orange alabaster bowl with silver banding on the outside rim that sits on a wooden base, $600. Recd--November 12, 1999. Est. Value-- $1900. Archives Foreign.",1900,Non-acceptance would cause embarrassment to donor and U.S. Government
72,President and First Lady,NA,1999,NA,"His Excellency Suleyman Demirel, The President of the Republic of Turkey and Mrs. Demirel",Turkey,"For the First Lady: 12"" x 9"" silver oval hanging mirror with silver chain, scalloped edges and raised heart motif on the back, $700. For the President: White album of photographs commemorating the President and First Lady's State Visit to Ankara, Turkey, $50. Recd--November 15, 1999. Est. Value-- $750. Archives Foreign.",750,Non-acceptance would cause embarrassment to donor and U.S. Government
73,President and First Lady,NA,1999,NA,"His All Holiness Bartholomew Archbishop of Constantinople, New Rome and Ecumenical Patriarch",NA,"(1) 18 kt. gold brooch with grape leaf motif that reads ``2000,'' $450. (2) Three butterfly pins, one large silver, one medium gold, and one small silver, $250. (3) Paperback. ``Tsitouras: Discover the Tsitouras Collection 1999,'' $15. (4) Pair of 18"" tall ornately engraved silver candlesticks on a tripodial base with clawed feet, $8000. Recd--November 17, 1999. Est. Value-- $8715. Archives Foreign. 21"" x 15"" unframed religious paper with four gold leaf squares of Jesus at various stages in his life and Turkish writings in the background. Recd-- November 17, 1999. Est. Value--$800. Archives Foreign. Two paperbacks. ``Conversations With Ecumenical Patriarch Bartholomew I,'' by Oliver Clement, and ``The Orthodox Church and the Environment,'' by Athena Schina. Recd--November 17, 1999. Est. Value--$35. Archives Foreign.",8715,Non-acceptance would cause embarrassment to donor and U.S. Government
74,President and First Lady,NA,1999,NA,"Her Excellency Elisavet Papazoi, Minister of Culture of the Hellenic Republic",Greece,"For the President: (1) Paperback. ``Coins and Numismatics,'' published by the Hellenic Ministry of Culture and the Numismatic Museum, $25. (2) Three laminated pamphlets. ``Archaic Horsemen of the Acropolis,'' $5. (3) Large hardcover book about ancient artifacts, written in Greek, $75. For the First Lady: Hardcover book. ``Greek Jewellery[sic]: 6,000 Years of Tradition,'' published by The Archaeological Receipts Fund, $50. Recd--November 19, 1999. Est. Value-- $155. Archives Foreign. For the President: (1) Four ancient silver Greek coins, $200. (2) 7"" tall composition replica bust of a young boy titled ``The Head of Eros,'' on a 3"" square wooden base, $50. (3) Paperback. ``The Monuments of the Acropolis,'' by Maria Brouskari, $20. For the First Lady: Gold- plated eight-petaled rosette brooch, $65. Recd--November 19, 1999. Est. Value-- $335. Archives Foreign.",335,Non-acceptance would cause embarrassment to donor and U.S. Government
75,President and First Lady,NA,1999,NA,"His Excellency Constantine Simitis, The Prime Minister of the Hellenic Republic and Mrs. Simitis",Greece,"For the First Lady: 8"" x 6"" silver Hellenistic Water-Jug pitcher with scrolled handle and spout that resembles a leather sac, $1200. For the President and First Lady: (1) Hardcover book. ``The Olympic Games in Ancient Greece,'' edited by Nicolaos Yalouris, $40. (2) 24"" x 11"" x 1"" off-white ceramic reproduction of an ancient relief that depicts two youths playing hockey with four onlookers, $175. Recd--November 20, 1999. Est. Value-- $1415. Archives Foreign.",1415,Non-acceptance would cause embarrassment to donor and U.S. Government
76,First Family,NA,1999,NA,"His Excellency Zhu Rongji, The Premier of the State Council of the People's Republic of China and Madame Lao",China,"For the First Family: (1) 66"" x 65"" cherry wood framed and matted color sketch of the First Family at the Great Wall of China, $4000. (2) Hardcover book. ``The Life and Works of Wang Yingchun and Yang Lizhou,'' $30. For the First Lady: Four silk shirts, one short sleeve with green and white stripes, two short sleeve with tan and white stripes, and one tan long sleeve, $160. Recd--April 8, 1999. Est. Value-- $4190. Archives Foreign.",4190,Non-acceptance would cause embarrassment to donor and U.S. Government
77,First Family,NA,1999,NA,"His Excellency Keizo Obuchi, The Prime Minister of Japan and Mrs. Obuchi",Japan,"For the President: Paperback. ``The Exhibition of Hohrin Fukuoji,'' $100. For the First Lady: (1) 12"" x 9"" black lacquer letter box with gold and pink flowers painted on lid, $600. (2) 76"" x 16"" silk shawl, half black, half white, with a silk rose and leaf on each end, $200. (3) 21"" x 18"" silver blue framed and matted Japanese poem written in charcoal, made by Mrs. Obuchi, $500. For Chelsea Clinton: 5"" x 4"" brass Mikimoto frame inlaid with lapis and two cultured pearls, $300. Recd-- May 3, 1999. Est. Value--$1700. Archives Foreign.",1700,Non-acceptance would cause embarrassment to donor and U.S. Government
78,First Family,NA,1999,NA,"His Excellency Gerhard Schroeder, The Chancellor of the Federal Republic of Germany and Mrs Schroeder",Germany,"(1) 25"" x 18"" framed impression of 200 nails on white flat paper, enclosed in a 33"" x 27"" plexiglass case; signed by artist Ueker, $2500. (2) Large hardcover book. ``Ueker,'' inscribed by artist, $30. (3) Two 80"" x 30"" black cashmere Jil Sander scarves, $1000. Recd-- June 16, 1999. Est. Value--$3530. Archives Foreign.",3530,Non-acceptance would cause embarrassment to donor and U.S. Government
79,First Family,NA,1999,NA,"The Honorable Viktorija Potocnik, Mayor of Ljubljana Slovenia",Slovenia,"For the President and First Lady: Set of 12 handblown clear crystal wine glasses by Oskar Kogoj, each with unique colored stem design. Three 6"" tall, six 8"" tall, and three 10"" tall. Five of the glasses have a flared cone base, $600. For the President: Hardcover book. ``Ljubljana: A Pictorial Chronicle of a Capital City,'' by Marko Habic, $40. For the First Lady: (1) Hardcover book. ``Nature Design,'' written and inscribed by Oskar Kogoj, $40. (2) Hardcover book. ``Ljubljana: City of Culture,'' by Bojana Leskovar, $20. For Chelsea Clinton: Hardcover book. Recd-- June 21, 1999. Est. Value--$740. Archives Foreign.",740,Non-acceptance would cause embarrassment to donor and U.S. Government
80,First Family,NA,1999,NA,"His Excellency Milan Kucan, The President of the Republic of Solvenia and Mrs. Kucan",NA,"For the President: (1) 14"" x 10"" reproduction of the first Slovenian Bible, circa 1584, with brown leather cover. The Bible is stored in a 15"" x 12"" engraved wooden box, $250. For the First Lady: 16"" x 42"" cream colored intricately woven doily table runner with scalloped edges, $100. For the President and First Lady: Two brown leather photo albums commemorating the President and First Lady's trip to Slovenia, June 1999, $150. For Chelsea Clinton: (1) Hardcover book. ``Slovenske Krajine,'' by Dusan Ogrin; inscribed by Ana and Spela Kucan, $30. (2) Paperback, ``Krajine/ Landscapes,'' written and inscribed by Ana Kucan, $20. (3) Small silver dove pendant on a silver chain, $50. Recd--June 22, 1999. Est. Value--$600. Archives Foreign.",600,Non-acceptance would cause embarrassment to donor and U.S. Government
81,First Family,NA,1999,NA,"His Excellency Nawaz Sharif, Prime Minister of the Islamic Republic of Pakistan",Pakistan,"For the President: (1) Black and green wool and viscose baseball cap that reads ``Ireland,'' $20. (2) Grey, blue, and black wool fisherman's sweater, $85. (3) Pair of 18 kt. gold Cartier cuff links in the shape of a car's head with emerald eyes and onyx nose, $1500. For the First Lady: Pair of Saks Fifth Avenue 18kt. white gold loop earrings encircled with gold and diamonds, $4000. For Chelsea Clinton: 18kt. gold Tiffany & Co. charm bracelet with five charms depicting starfish and hearts, $1200. Reed--July 5, 1999. Est. Value-- $6805. Archives Foreign.",6805,Non-acceptance would cause embarrassment to donor and U.S. Government
82,First Family,NA,1999,NA,"His Excellency Bulent Ecevit, Prime Minister of the Republic of Turkey",Turkey,"For Chelsea Clinton: (1) 16"" sliver red carnelian beaded necklace with eight carved seals and a flat oval red stone pendant, $400. (2) 70"" square purple, blue, and fuchsia silk scarf with a white circular pattern, $100. (3) 7"" purple satin purse with purple fringe and metal sequins, $30. For the First Lady: (1) 54"" x 16"" hand printed gold, orange, blue, turquoise, and black silk scarf, $60. (2) 3"" silver brooch with a 1"" lapis stone and a small red coral stone, $200. (3) 16"" carved silver serving tray with handles; attached to tray by a ribbon are 10 embroidered napkins, $550. For the President: (1) 9"" diameter scalloped silver serving bowl and lid with carved silver flower finial, $450. (2) 4"" tall scalloped silver creamer with handle and matching 6"" diameter drip plate, $450. (3) 54"" x 60"" red, blue, green, gold, black, and orange handwoven Anatolian wool rug with braided fringe, $2000. (4) Two large hardcover copies of the book ``Anatolian Carpet,'' $50. (5) Leather-bound book. ``Architecture of the Ottoman Empire,'' $375. (6) Paperback. ``Turkish Handwoven Carpets,'' $50. Recd-- September 28, 1999. Est. Value--$4715. Archives Foreign.",4715,Non-acceptance would cause embarrassment to donor and U.S. Government
